video;onca;caseiro;fake news;ironia;notícia;Conservacionistas;comment_text
video0;neutro;neutro;não;não;neutra;;Só não entendi até hoje pq não liberaram as imagens das câmeras do ataque
video0;neutro;neutro;não;não;neutra;;Pobre do jorge😢 mais essa tragédia aconteceu pq nós tomamos o habitat dos animais😢😢😢😢😢😢😮😮😮😮
video0;neutro;neutro;não;não;neutra;;Meu Deus do céu
video0;neutro;neutro;não;não;neutra;;Gabriell 🐆🐆😮
video0;negativo;neutro;não;não;neutra;;Era pra ser morta essa onça pando de arrombado a onça tira avida de um homem e fica viva ela deu sorte que não e da minha família
video0;neutro;neutro;não;não;neutra;;Bom
video0;neutro;neutro;não;não;neutra;;Bem frio este ano  , quem sabe num futuro será um clima só no planeta Terra
video0;neutro;neutro;não;não;neutra;;Onde que está as onças agora elas morreram? O meu irmão tá perguntando
video0;neutro;neutro;não;não;neutra;;Esse é o amigo do meu tio
video0;neutro;neutro;não;não;neutra;;Valia mi cristo 😢
video0;negativo;neutro;não;não;neutra;;Meu marido tem sítio aqui em Rondônia. O que mais tem e onça...<br>Já teve onça com filhote que atacaram homen aqui e matou...<br>Então animal e animal ... Aqui ninguém brinca e nem alimenta onça
video0;neutro;neutro;não;não;neutra;;Não pode brincar com animais silvestre 😢
video0;neutro;neutro;não;não;boa;;Vídeo bom, pena que colocaram miniatura fake.
video0;neutro;neutro;não;não;neutra;;🗺🐆🐕
video0;neutro;neutro;não;não;neutra;;🗺🌎🌍🌏🍫🌦🌧
video0;neutro;neutro;não;não;neutra;;Man eu gosto de caos
video0;negativo;neutro;não;não;neutra;;Na hora em que ele viu essa peste , dessa onça, era prá ter decido bala nela, se ele tivesse matado ela hj ele teria vivo..
video0;negativo;neutro;não;não;neutra;;Eu sempre defendo a vida humana, doa, à quem doer, a vida humana em primeiro lugar sempre..
video0;neutro;neutro;não;sim;neutra;;Eu vou chamar minha amiga para ir aí porque ela adora onça pintada dependendo ela vai conseguir adestrar onça
video0;neutro;neutro;não;não;neutra;;Se achar o corpo do caseiro só dependendo só vai achar os ossos
video0;neutro;neutro;não;não;neutra;;Que horror!!!
video0;neutro;neutro;não;não;ruim;;Onde está mostrando o ataque?? Não vi nada
video0;neutro;neutro;não;não;neutra;;Que tragédia. Deus seja louvado
video0;neutro;neutro;não;não;neutra;;Misericórdia 😮😮😮😮
video0;negativo;neutro;não;não;neutra;;Matem matem porcaria de espécie
video0;neutro;negativo;não;sim;neutra;;O amigo da onça
video0;neutro;neutro;não;não;neutra;;Produtos saudáveis uns 3 dias antes da cheia até uns 3 dias antes da lua nova  , saúde
video0;neutro;neutro;não;não;neutra;;As palavras tem poder devia ter repreendido em nome de Jesus clamado na hora deixou ele proferir isso 😢 tá repreendido em nome de Jesus
video0;neutro;neutro;não;sim;neutra;;"<a href=""https://www.youtube.com/watch?v=CUf1T3dPFj4&amp;t=334"">5:34</a>  imagina se nesse momento a onça acorda, ia ser f no chat"
video0;neutro;neutro;não;não;neutra;;Disseram que esta em Amparo sp😅
video0;negativo;neutro;sim;não;neutra;;Errado o que ninguem fala é que já está havendo um crescimento exagerado desses animais.  portanto mais problemas virão.
video0;positivo;neutro;não;não;neutra;;Não é a população das onças que está exagerando, é a degradação dos biomas que aumentou demais nos últimos anos.<br>Onças e outras espécies estão sendo forçadas a buscar alimento em território humano, levando a incidentes como esse.
video0;neutro;neutro;não;não;neutra;;Uau😮
video0;neutro;neutro;não;não;neutra;;Meu Deus 😱
video0;neutro;neutro;não;não;boa;;Video muito bom
video0;neutro;neutro;não;não;neutra;;Que situação triste 😢
video0;neutro;neutro;não;não;neutra;;eu também Moro n Tocantins aqui também tem onça pintada
video0;neutro;positivo;não;não;neutra;;Coitado
video0;negativo;neutro;não;não;neutra;;EU NÃO GOSTO DE ONÇA PINTADA ELAS SÃO DO MAL
video0;neutro;neutro;não;não;neutra;;Não existe bem e mal nos animais.<br>Onças são predadores, atacam para se alimentar ou se defender, e cumprem um papel essencial nos ecossistemas.
video0;neutro;neutro;não;não;neutra;;😮😮😮😮
video0;neutro;neutro;não;não;neutra;;Espírito da morte  já rodeava ele e ele não se tocou
video0;neutro;neutro;não;não;neutra;;Sw4 amarok v6 ford Ranger Turbo é uma ótima ferramenta
video0;neutro;neutro;não;não;neutra;;Triste 😔😔😔😔😔
video0;positivo;neutro;não;não;neutra;;É muito triste MAs é o habitat do animal , eles sao bonitos devem ser preservados e devemos deixa los em Paz
video0;neutro;neutro;não;não;neutra;;É devemos ter cuidado com as palavras porque assim disse O SENHOR ,a palavra tem poder ! E nem por brincadeira devemos falar coisas destrutivas
video0;negativo;neutro;não;não;neutra;;Este hombre no pensó que si el jaguar se acercaba mucho ha su casa es porque ya lo había observado que vivía solo, y solo buscaba el momento de cazarlo, recuerden la ocasión es el momento del oportunista.
video0;neutro;neutro;não;não;neutra;;A impressão que dá é que nas pegadas no dia do vídeo com o cunhado, tinha pegadas de onça grande e pequena.  😢
video0;neutro;neutro;não;não;neutra;;Dependendo do grau de fome do animal, ela vai querer comer qualquer ser vivo que se mova diante dela. Não é comum, mas os seres humanos podem sim entrar no cardápio.
video0;neutro;neutro;não;não;neutra;;Não Foi filmado como o ataque aconteceu. Mas é provavel que ao ser surpreendido pela fera, ele tenha tentado correr. E esta não é  uma atitude correta, porque ao correr vira presa. Ao se deparar com uma onça, a pesso deve levantar os braços E GRITAR. Gritar o mais alto que puder. A não ser que esteja próximo demais, Ela vai ficar intimidada pelos gritos e se afastar.
video0;neutro;neutro;não;não;boa;;Excelente reportagem. Meus sentimentos aos familiares.
video0;negativo;neutro;não;não;neutra;;Tinham que ter matado a onça e pronto. Muita estorinha idiota.
video0;neutro;neutro;não;não;neutra;;tudo q gente fala de ruim acontece mesmo
video0;neutro;neutro;não;não;neutra;;O meu coração ficou acelerado 😭😭
video0;neutro;neutro;não;não;boa;;Boa tarde  😗 gostei do vídeo sou Paraná na
video0;neutro;neutro;não;não;neutra;;AFFS CENSURARAM
video0;negativo;negativo;não;não;neutra;;Se não fosse a mão do homem pelo meio, nada disso acontecido. P ela, é comida, caça👈👈👈  fome entende? Fome, ela foi procurar comida e infelizmente o sr estava ali, aviso epa deu👈👈 já aparecendo ali sem sentir medo, deveria ter feito ele se proteger… pelo menos um rojão de fogos de artificio👈 aponta p cima pow!! Uma arma p assustar, mais sem nada!!! Ai fica dificil! Meus pêsames a familia
video0;neutro;positivo;não;não;neutra;;Que  tragédia  meus  sentimentos  aos familiares  do  Jorge
video0;positivo;neutro;não;não;neutra;;Pq q capturaram a onça ?
video0;positivo;neutro;não;não;neutra;;Para levá-la a um lugar mais seguro, para as pessoas e para ela, evitando que ela ataque mais alguém.
video0;neutro;neutro;não;não;neutra;;Palavra tem poder
video0;negativo;neutro;sim;não;neutra;;Se essa onça nao for morta vai matar muita gente, ASISTAM O FILME A SOMBRA E A ESCURIDÃO, LEÕES Q COMIAM PESSOAS DE UM POVOADO
video0;neutro;neutro;não;não;neutra;;❤e mesmos não pode confia
video0;negativo;neutro;não;não;neutra;;Essa  onça nao pode fica sorte  pode pegar mais gente
video0;negativo;neutro;não;não;neutra;;Este animal tem ser abatido: aprendeu que caçar o ser humano muito mais fácil do que caçar presas selvagem, vai continuar fazer o mesmo. O caseiro não levou a sério comportamento abusivo do animal, que sentia se a vontade, deveria pregar um assusto valente na onça para afastar dela - lançar foguetões, fazendo muita barulho, etc.,
video0;positivo;negativo;não;não;neutra;;Onça pintada é um dos animais mais majestosos do Brasil e do mundo,um animal raro que deve ser muito bem preservado,”com todo respeito a morte do seu jorge”mas muitos infelizmente não entendem,que a onça comeu o cara por causa extinto próprio,as pessoas não entendem que é só um animal selvagem,eles estão no topo da cadeia alimentar,muitos vão entender oq eu estou dizendo
video0;neutro;neutro;não;não;neutra;;Como eles sabe q é a mesma onça
video0;neutro;neutro;não;não;neutra;;Essa onça capturada e magra não deve ser a onça do ataque que estava de barriga cheia.
video0;neutro;positivo;não;não;neutra;;Coitado de Jorge que Deus dê paz a alma dele
video0;neutro;neutro;não;não;neutra;;😮😮😮😮😮😢😢😢😢😢🙁
video0;neutro;positivo;não;não;neutra;;"Q Deus o tenha e conforte aos familiares! Eu não sei se estou &quot; certa&quot; ou algo me diz fortemente no meu interior , q de repente por lidar muito cm peixes diariamente, talves o animal tenha se habituado ao cheiro e consequentemente por gostar de peixe, talves o sr Jorge habitualmente tenha cheiro de peixe todos os dias e isso pode ter aguçado o interesse do animal nele! Sei lá, pode ser só uma intuição boba minha ou talves não, só Deus É Quem de fato sabe! E parabéns ao canal, informativo direto e reto, raro de acontecer pq os sensacionalistas se multiplicam absurdamente a cada dia! Até me inscrevi, pq já vi q é um canal limpo, longe das mentiradas constantes hj em dia! Esse mundo virtual hj a qualquer sensacionalismo impera aos tolos, mas qm é sagaz e busca ser sábio a cada dia, sabe apreciar oq é de verdade cm gosto! 👏👏👏"
video0;neutro;positivo;não;sim;neutra;;Vão avaliar para trazer o Jorge de volta ? Palhaçada!
video0;neutro;neutro;não;não;neutra;;7 no
video0;neutro;neutro;não;não;neutra;;O agro apertou o território natural dos animais... vai ser normal ter cada dia mais contato...
video0;neutro;neutro;não;não;neutra;;Já ouviu dizer q palavra tem poder o cara brincou falando q a onça ia comer
video0;neutro;neutro;não;não;neutra;;Onde que o sangue ta tem o cérebro da pessoa eu tenho um bideo que n tampa o sangue
video0;neutro;neutro;não;sim;neutra;;O sotaque do narrador do vídeo é horrível.
video0;neutro;neutro;não;sim;neutra;;Junta político em uma sala e solta ela junto 😅😅
video0;neutro;neutro;não;não;neutra;;Eu gostaria de saber quem está errado nessa estória? Se aí e lugar do abitar do animal, porque as pessoas insistem em invadir o espaço dos animais.😊
video0;positivo;neutro;não;não;neutra;;Não  entendo porque irão capturar o felino.<br>A culpa é nossa por ter invadido o território delas. Agora quer culpar o felino.<br>O ser humano  vem tomando  o espaço dos animais.  <br>Tudo tem suas consequências.<br>A lei do retorno.
video0;neutro;neutro;não;não;neutra;;"<a href=""https://www.youtube.com/watch?v=CUf1T3dPFj4&amp;t=329"">5:29</a> essa onça está muito magra para ter comido uma pessoa deve ser outra"
video0;neutro;neutro;não;não;neutra;;🌎🌍🌏🍫🗺 saúde
video0;neutro;neutro;não;não;neutra;;Concordo plenamente com vc <br>Vandoirviana4308
video0;positivo;neutro;não;não;neutra;;Eu amo felinos, más eles tem um limite de tolerância!!
video0;neutro;neutro;não;não;neutra;;Se tivesse uns bons cachorros talvez tinha ajudado mais só q como já tinha visto as pegadas dela lá tinha que ficar mais esperto.
video0;neutro;negativo;não;não;neutra;;Tadinho do Jorge:(
video0;negativo;neutro;não;não;neutra;;Mas pensando bem talvez nem daria tempo de alguma organização que lida com esses animais chegar a tempo da captura por causa do local e ainda teriam que ter condições de se instalar la, então m4t4r esse animal seria uma defesa, por exemplo onde eu moro se aparecer uma cobra na minha casa não existe de jeito nenhum essa possibilidade de chamar uma captura então o jeito é m4t4r porque ou esse bicho fica e mata ou ele volta se não m4t4r€m.
video0;neutro;neutro;não;não;neutra;;Foi muito triste 😢😢😢😢
video0;neutro;positivo;não;não;neutra;;Ele era amigo do meu pai ... Que Deus   receba ele de braços abertos
video0;negativo;neutro;não;não;neutra;;Solta uma camada de chumbo na costela dele aí nunca mais ele come gente
video0;neutro;positivo;não;não;neutra;;Muito triste, que Deus conforte os familiares desse senhor
video0;neutro;neutro;não;não;neutra;;A minha professora falou isso e estou curiosa agora que eu vi é um perigo
video0;neutro;neutro;não;não;neutra;;🌎🌍🌏🍫🗺🐆🔦📸📹
video0;neutro;neutro;não;não;neutra;;Eu quero excluir todos os comentários da onca pintada do meu celular
video0;neutro;neutro;não;não;neutra;;Apaga todos os comentários do meu celular e o comentário da onca pintada
video0;neutro;neutro;não;não;neutra;;Estava faminta né.<br>Então é isso.
video0;neutro;neutro;sim;não;neutra;;O povo dá mais valor a um animal de que o ser humano a vida não é feita de caça do jeito que ele ela caçou ele ele poderia ter caçado ela
video0;neutro;positivo;não;não;neutra;;coitado do seu Jorge, foi ganhar o pão e acabou se indo , devia de ter ido enbora desse lugar eu ja teria na primeira vez q eu visse essa onça vai com Deus seu Jorge
video0;positivo;positivo;não;não;neutra;;"foi uma fatalidade com este senhor, mas isso acontece com animais domésticos direto, ao pessoal das criticas e aos das narrativas  vamos deixar de serem donos da verdade, muitos falando de habitat, territorio, que o homem é invasor, é só pensar que as cidades que morramos já foram matas antes, e quem mora,trabalha ou explora a natureza de alguma forma, estarão sempre em risco de contatos com animais,e antes do mi mi mi ,lembrem-se quem planta,pesca, quem cria rebanhos,ou atividades correlatas, o agro é que alimenta a todos nós ,os que estão nas cidades cheias de luzes ,segurança, tecnologia, muros altos ,porteiros, cerca eletrica, mesmo assim há invasão de animais vez ou outra, então assista o video e  vamos respeitar as classes que precisam da terra para produzir, (digo a produção com responsabilidade). a terra foi criada para todos os seres vivos, há um relato bíblico para o homem .  #  &quot;E disse Deus: Façamos o homem à nossa imagem, conforme a nossa semelhança; e domine sobre os peixes do mar, e sobre as aves dos céus, e sobre o gado, e sobre toda a terra, e sobre todo réptil que se move sobre a terra. E criou Deus o homem à sua imagem; à imagem de Deus o criou; macho e fêmea os criou. E Deus os abençoou e Deus lhes disse: Frutificai, e multiplicai-vos, e enchei a terra, e sujeitai-a; e dominai sobre os peixes do mar, e sobre as aves dos céus, e sobre todo o animal que se move sobre a terra , genesis 1 26 a 28 &quot; . # cuidado e respeito isso sim devemos ter. abrços"
video0;neutro;negativo;não;não;neutra;;Mesmo com toda experiência, houve falha dele!!
video0;positivo;negativo;não;não;neutra;;Juro tô com.ais dó da onça doque do jorge
video0;neutro;neutro;não;sim;neutra;;Se tinha três onças, provavelmente a verdadeira virou casaco.
video0;neutro;neutro;não;não;neutra;;Na vossa opiniao, teria sido útil ter grandes cachorros de guarda? 2-3 Filas Brasileiros?Nao havia grandes cachorros nessa fazenda?
video0;neutro;neutro;não;sim;neutra;;Vai dá tempo kkkkkkk ou nois corre primeiro
video0;neutro;neutro;não;não;neutra;;Segundo o amigo do caseiro eram 3 onças,capturaram só uma.
video0;neutro;neutro;não;não;neutra;;Credo que pavor e tristezas
video0;neutro;neutro;não;não;neutra;;Dhduruddh
video0;neutro;neutro;não;não;neutra;;Meu  Deus
video0;positivo;neutro;não;não;neutra;;Porém predador , mas é lindo  animal
video0;positivo;neutro;não;não;neutra;;Que animal  lindo   🐆🐆🐆
video0;neutro;neutro;não;não;neutra;;Meu Deus
video0;neutro;neutro;sim;sim;neutra;;Infelizmente nesse país corrupto uma onça vaoe mais de que uma vida humana. Ainda tem atendimento vip pra avaliar a saúde enquanto seres humanos morrem nas filas das upas e sus.
video0;neutro;positivo;não;não;neutra;;Misericórdia, sincero pesar
video0;neutro;neutro;não;não;neutra;;Como eles sabem que foi essa onça que matou seu Jorge
video0;neutro;positivo;não;não;neutra;;Tadinho desse senhor 😢
video0;neutro;neutro;não;não;neutra;;Infelizmente o seu Jorge confiou demais na onça, se ele estivesse armado teria sobrevivido. Meus sentimentos aos amigos e familiares do seu Jorge!
video0;positivo;neutro;não;não;neutra;;Desequilíbrio Ambiental não é fatalidade. Não estamos na cadeia alimentar das onças. O homem está descontrolando o meio ambiente e ataques assim vão acontecer ainda mais.😢
video0;positivo;neutro;não;não;neutra;;provavel que era uma onça velha, com algum problema já, pois onças nao costumam atacar humanos..
video0;neutro;neutro;não;sim;neutra;;Acho que era a Juma Marruá. Sabia que ela ia acabar fazendo vítima
video0;negativo;neutro;não;não;neutra;;"Ai depois que mata um animal desse a tal &quot;justiça&quot; ainda quer prender a pessoa"
video0;positivo;neutro;não;não;neutra;;Não matem a onça, por favor!🙏🏻
video0;positivo;neutro;não;não;neutra;;Invadiram o territorio dos animais, desmaiando tudo. Eles precisam sobreviver.
video0;positivo;neutro;não;não;neutra;;Deixa as oncas em paz e o homem gue invade a casa dela . 😭💔🐾💔Ja nao basta desmatar metade das matas . Toca fogo nas floresta o resultafo e esse tirando a casa deles e os alimentos .gue o guer .🤷‍♀️😡🤷‍♀️
video0;neutro;positivo;não;não;neutra;;Meu pezami
video0;positivo;neutro;não;não;neutra;;Todo ato tem sua consequência,esses ribeirinhos exploram o turismo ILEGAL na região, coitada da onça que não teve paz até agora,essa é a verdade
video0;neutro;negativo;não;sim;neutra;;Idoso tem alto confiança e teimosia não ver perigo em nada😢
video0;neutro;neutro;não;não;neutra;;É só depois que aconteceu uma tragédia que tomam atitude
video0;negativo;positivo;não;não;neutra;;Felinos sso caçadoras ela estava cacanfo e com fome. Judiacao também para o Senhor não teve chance. Meus sentimentos a família. <br>Os animais tem extintos assim Deis os criou.
video0;neutro;neutro;não;sim;neutra;;😅 se encontrar uma onça ligar pro corpo de bombeiros , e da tempo? 😂
video0;neutro;positivo;não;não;neutra;;Que triste, pobre Sr Jorge. Meus sentimentos à família 😔
video0;neutro;neutro;não;não;neutra;;Magra de maneira nenhuma..E se eram três cadê as outras? Com certeza teremos mais vítimas.
video0;positivo;neutro;não;não;neutra;;O animal não tem culpa está no seu habitat
video0;negativo;positivo;não;não;neutra;;Lamentável, que Deus o tenha e conforte os familiares. Com ctz pagou pelo erro de outros.  As pessoas estão cada vez mais insensíveis, não tem um pingo de respeito pelo ser humano. Não respeitam o ser humano q morreu, só faltam pegar essa onça no colo e levar pra casa.
video0;neutro;neutro;não;sim;neutra;;KKKKKKKKKKKKKKKKKKKKKKK
video0;negativo;neutro;não;não;neutra;;E triste ver que hoje em dias os bichos têm muito mas valor que os seres humanos! Deveria ter matado ela na hora ! Só a família sabe a dor que eles estão sentindo! A onça  virou estrela, diante de uma tragédia dessa e lamentável 😢
video0;neutro;neutro;não;não;ruim;;"A chamada do vídeo diz: &quot;Veja tudo&quot; induzindo a assistir, mas como tudo, se o ataque, não foi flagrado?"
video0;neutro;positivo;não;não;neutra;;Coitado desse senhor 😢
video0;neutro;neutro;não;não;neutra;;EA natureza irmão
video0;neutro;neutro;não;não;neutra;;Aqui no sertão sumiram tudo
video0;negativo;neutro;não;não;neutra;;Ou seja mstou o homem pra Comer
video0;neutro;neutro;não;não;neutra;;O ser humano precisa respeitar o habitat dos animais selvagens!!!
video0;neutro;neutro;não;não;boa;;Parabéns  pela real reportagem.  Ficou tudo bem esclarecido
video0;negativo;neutro;não;não;neutra;;Nunca mais deve ser solta! Senão sacrificada
video0;negativo;neutro;sim;não;neutra;;Esse felino é mais perigoso que um leão ou tigre, tem muito mais ferocidade é muito bonito porém não serve pra absolutamente nada 😮
video0;neutro;positivo;não;não;neutra;;Depois de ver as pegadas, era pra ele andar armado a todo momento... Que triste essa fatalidade com esse senhor
video0;neutro;neutro;não;sim;neutra;;Brasil a digitalalicao primeiro que alfabetizar .. vida de gado .. povo marcado , povo feliz ..
video0;neutro;neutro;não;sim;neutra;;ah ta vcs sim que falam a verdade 😅😅😅😅😅
video0;negativo;neutro;não;sim;neutra;;NÃO SEJAM INFANTIS, ONÇAS ATACAM SIM , E HOJE À CADA DIA ELAS ENTÃO SENDO MAIS VISUALIZADAS , EM FILMAGENS NAS ÁREAS DURAIS DESSE PAÍS, E À REGIÃO CENTRO OESTE, ESTÁ SENDO POVOADAS POR ELAS, DEVIDO À PESERVAÇÃO DÁ ESPÉCIE, TANTO À ONÇA PINTADA QUANTO À ONÇA PARDA, E ISSO NÁ E DIFERENTE COM OUTROS TIPOS DE BICHOS,  E A REGIÃO RURAL DE PIRENÓPOLIS GOIÁS, ELAS TEM APARECIDO COM FREQUÊNCIA, E EU PARTICULARME ACHO QUÊ, OS HOMENS E MULHERES E ATÉ ÀS CRIANCAS TEM QUÊ SE PREVENIREM, ALIAS PRECAUÇÃO E CANJA DE GALINHA, NÃO FAZ MAL  À NINGUÉM...!!!  <br>❤ ❤ ❤ANÁPOLIS GOIÁS
video0;negativo;neutro;não;não;neutra;;Ela já estava de olho nele
video0;neutro;neutro;não;não;neutra;;Exatamente o homem entra no seu habitat,porisso acontece isso.O animal não tem culpa.Agora que conhece o gosto de sangue do homem, não tem mais jeito.
video0;neutro;neutro;não;não;neutra;;Só  Deus falta de sabedoria desse homem e de todos viram e porque não já tomaram providência.
video0;neutro;neutro;não;não;neutra;;esse bixo caça jacare, quem dira um ser humano
video0;neutro;neutro;não;sim;neutra;;Ser humano pra ela é fixinha😂
video0;negativo;neutro;sim;sim;neutra;;Onça n é gato, é animal selvagem!<br>Até capivara ja vi atacar… as pessoas ficam romantizando a natureza. Animais nao domesticados seguem a lei da natureza uai. Se ele é carnívoro vai caçar carne, n tem essa de “onça n ataca humano”, onça n estudou bilogia p saber a especie da caça ela sente fome e cheiro de sangue, simples assim!
video0;neutro;negativo;não;não;neutra;;Isso não é lugar para se morar
video0;neutro;neutro;não;não;neutra;;Ele tinha que estar armado,tipo com arma em punho mesmo
video0;neutro;positivo;não;não;boa;;Parabéns à reportagem! Meus sentimentos à família!
video0;neutro;neutro;sim;não;neutra;;Problema maior dessa região porque se aí não tem alimento para onça significa que tá tendo mais predador do que alimento não conheça a região mas devido essa notícia
video0;negativo;negativo;sim;não;neutra;;Penso que essa onça voltou lá para encontrar outra pessoa que estava filmando ele brincando que ele ia ser comido pela onça provavelmente essa onça já tinha visto os dois lá e ela voltou para comer o outro já que ela voltou na casa ela veio para procurar outras pessoas que ela já viu passar por lá , hoje é difícil os bichos recebe cuidado do ser humano mas o ser humano confia muito que não vai ter perigo e tem
video0;neutro;neutro;não;não;neutra;;Zé
video0;negativo;neutro;não;não;neutra;;Falta de uma carta eira pra rebenta esa onsa
video0;positivo;neutro;não;não;neutra;;Os humanos que invadiram o habitate dela ,solta a onça
video0;negativo;neutro;sim;não;neutra;;Essa preocupação já era para ter sido tomadas as providências de capitura logo que viram as imagens, porque ninguém se brinca com essas feras que vêem humanos como comida, ñ se pode brincar. <br>Porquê ñ denunciaram logo?<br>No Brasil parece que se protegem mais as feras. Como tem muita onça nesta área me parece e está faltando alimento é o caso de capitura e remanejamento destes para áreas mais seguras ou último caso o abate do animal.
video0;negativo;neutro;não;não;neutra;;Se eu morasse aí, ela rondando ela iria sobrar logo, porque agora se foi o coroa.
video0;neutro;negativo;não;não;neutra;;Que homem burro sabia do perigo que rondava e pagou pra ver ,,, o animal com fome simplesmente fez o que a natureza lhe ensinou ,,que sirva de liçao pra quem vive nesses lugares
video0;neutro;neutro;não;não;neutra;;Gente é triste de mais o que aconteceu 😢
video0;neutro;neutro;não;não;boa;;Boa reportagem
video0;neutro;neutro;não;não;neutra;;Como sabe se foi essa?
video0;neutro;neutro;não;não;boa;;Vídeo muito bem feito, parabéns
video0;negativo;neutro;não;sim;neutra;;Quando encontro, é sal.
video0;neutro;neutro;não;não;boa;;Gostei do vídeo!!!
video0;positivo;neutro;não;não;neutra;;Ah vão prender a onça agora?
video0;neutro;neutro;sim;não;neutra;;Isso foi um homicídio. Mas ninguém quer ver..
video0;neutro;neutro;não;sim;neutra;;?? Homicídio a onça captou ele sim.. foi devorado!
video0;negativo;neutro;sim;não;neutra;;Na  minha propidade onça não cria mando mata msmo porque coloca a vida de muitas crianças em risco a pouco tempo um rapaz aqui foi comido pelo tigre tava trabalhando coado foi atacado
video0;neutro;neutro;não;não;neutra;;Que tragédia, lamentável.
video0;positivo;neutro;não;não;neutra;;Espero que não mate-o pois ela estava no território 😢
video0;neutro;neutro;não;não;neutra;;Palavras tem poder
video0;neutro;neutro;não;sim;neutra;;Se vc se deparar com um animal desse ligue para o CB ou PM. Bem, se vc sobreviver ao ataque dela, é claro.
video0;negativo;neutro;não;sim;neutra;;A onça amansou ele mesmo
video0;negativo;neutro;não;não;neutra;;Era pra explodir essa onça isso sim! ..
video0;neutro;neutro;não;não;neutra;;Boca humana tem poder fortíssimo o próprio amigo declarou a morte dele acredito muito nas palavras ditas pela boca humana por isso nunca fale algo que lá frente irá te fazer refletir
video0;positivo;neutro;não;não;neutra;;Coitada da onça o homem se mete muito na natureza dos animais
video0;positivo;neutro;não;não;neutra;;A onça está no habitat natural dela não se meta na natureza dos animais!!!,🤓👈🏿
video0;neutro;negativo;não;não;neutra;;Se esse caseiro tivesse uns dois cachorros grandes poderia ter salvado a vida dele
video0;neutro;neutro;não;não;neutra;;😮
video0;neutro;positivo;não;não;neutra;;Nossa nem falaram de quem perdeu a  vida
video0;neutro;neutro;não;não;neutra;;MEUDEUS😢
video0;negativo;neutro;não;não;neutra;;Bicho desse não pode fica  solta
video0;negativo;neutro;não;não;neutra;;"Eu&#39; odeio onças Matei muitas e se Mora-se no Mato ainda ia Exterminar Com todas da Área . e odeio Sucuri também Matava todas que Eu&#39; topa-se . e Foda-se o quê vc pensa , Matava e Sabia Matar ninguém ficava Sabendo uma vez isso nós anos 90 Matei 10 0nças em um dia só foi uma vez que consegui queria matar era Mil ."
video0;negativo;neutro;não;não;neutra;;"@@sussurros.hekate vc pensa que ligo para o quê vc diz Mato até pessoas se for preciso  imagina Algo que odeio como Onças ,Sucuris . sou do Pará ,  criado dentro das matas densas onde a cidade mais próxima ficava á 200kl  de distância . a primeira onça que Eu&#39; matei Eu&#39; tinha 14 anos . comi muito Macaco na Vida ,preguiça , até cobra jiboia a carne dela é uma delícia . sei até quando uma onça esta perto o Primeiro sinal é que os pássaros para de cantar  os macacos, se ter próximo ficam agitados e um silencio Misterioso  toma conta, até as cigarras ficam sem emitir seu som ."
video0;negativo;neutro;não;não;neutra;;Parabéns pela captura desse animal tão lindo, mas acho melhor vcs sacrificar ele ,vai volta e tenta novas vítimas 😁
video0;neutro;positivo;não;não;neutra;;Que deus de um bom descaso
video0;negativo;neutro;não;não;neutra;;Essa experimentou carne humana, agora não vai perder o apetite pela mesma.
video0;negativo;neutro;sim;não;neutra;;Onça começou rondar a casa tem que dar fim, não tem outra alternativa.
video0;neutro;negativo;não;não;neutra;;Ele brincou muito !!!!
video0;positivo;neutro;não;não;neutra;;Então invadindo o habitat delas, aí está o resultado.
video0;neutro;neutro;não;não;neutra;;mas gente não era só uma onça e nao foi a q ficava la não, foi outra onça.
video0;negativo;neutro;não;não;neutra;;Só acho que deveria fazer eutanásia, ele mandou uma pessoa na casa dela.
video0;neutro;neutro;não;não;neutra;;Será que foi a onça certa? 😢
video0;neutro;neutro;não;sim;neutra;;No final do vídeo é avisado q se encontrar com um animal desse é pra chamar o serviço ambiental ou o corpo de bombeiros kkkkkkk só rindo eles falam como se ouvesse tempo pra isso kkkkkkkk
video0;positivo;neutro;não;sim;neutra;;sim a onça e de la se foram pra la que se lasque kkkkkkkkkkkkkkk agr a onça  tem culpa ??
video0;neutro;neutro;não;não;neutra;;Eu creio que essa onça que pegaran não e a mesma que. Atacou seu Jorge
video0;neutro;neutro;não;sim;neutra;;"<a href=""https://www.youtube.com/watch?v=rHEdp2RjYeE"">https://youtu.be/rHEdp2RjYeE?si=p63SSFZSl6HYJoiV</a><br>Vão dar cabo na Onça você concorda?"
video0;neutro;positivo;não;não;neutra;;Muito triste,  o Jorge era para estar vivo, era só tirar o Jorge do local e chamar as autoridades para procurar a onça.. O ser humano arisca a vida. Podia preservar mais a s vida  humanas.
video0;negativo;neutro;não;não;neutra;;Nossa eu achei chocante eu moro no interior saber perto de um rio ponto turístico deu medo agora.
video0;neutro;negativo;não;não;neutra;;De Coari Amazonas.  Quando viram o rastro da onça perto da casa, era para o dono do terreno tirar o Jorge do local. Agora o Jorge perdeu a vida dele, isso é triste. Para quê deixaram o Jorge lá?? Mesmo depois de ver a presença da Onça?¿
video0;neutro;neutro;não;sim;neutra;;Essa onça não está pura, não! Cruz credo 😂
video0;neutro;positivo;não;não;boa;;Muito bom o vídeo 📹 parabéns ☺️ é uma pena o que aconteceu com o senhor que foi comido pela onça 😮😢😢
video0;neutro;neutro;não;sim;neutra;;Uma dessa no STF iria ajudar muito o Brasil.
